pid,Price,tid,Sale_Year,Home_Size,Parcel_Size,Beds,Age,Pool_Val,CBD_DIST,X_Coordinate,Y_Coordinate
9196,204.56,3204,2002,2294,9081,4,0,0,20913.21,602637.6,1520424.0
9197,235.068,1516,2004,2412,17032,4,13,1,11582.98,497271.3,1525267.0
9198,82.108,3837,2000,984,9934,2,31,0,8814.82,519256.9,1506721.0
9200,87.387,7363,2001,1274,6845,3,17,0,10652.55,567128.6,1517700.0
9201,160.357,3981,2001,2075,10000,4,18,0,18025.65,507856.1,1583750.0
9202,490.259,9759,2004,2644,14737,4,19,1,7411.53,541886.6,1554378.0
9203,160.607,396,2003,1825,5903,3,8,0,9057.61,561490.1,1517935.0
9204,117.383,1985,2004,1429,2340,3,4,0,20722.97,535591.1,1463090.0
9205,215.182,6094,2004,1425,10298,3,17,1,3892.12,545563.7,1524163.0
9207,181.126,3496,2001,2091,10272,3,35,0,3430.51,543848.6,1524349.0
9208,123.608,8319,2003,1617,6081,3,22,0,15847.43,514285.7,1483319.0
9209,189.923,1819,2000,2508,9396,4,0,0,9774.28,548313.7,1501987.0
9212,152.861,3205,2002,1735,7408,3,4,0,20234.11,522446.3,1465856.0
9213,441.489,929,2004,3036,7622,4,2,1,16395.75,481337.1,1525322.0
9215,151.234,128,2000,1708,6337,3,0,0,15941.77,519836.7,1480974.0
9217,167.475,4892,2004,1972,5501,4,0,0,14447.51,577587.5,1510588.0
9219,351.184,6110,2004,2920,12220,5,36,1,10080.79,544410.6,1562767.0
9220,97.141,4334,2004,1695,8625,3,18,1,9527.87,504530.9,1538804.0
9221,244.057,1024,2000,3336,9846,4,0,1,22836.47,608494.1,1517249.0
9223,128.297,9086,2003,1232,1826,3,0,0,13452.62,570144.6,1504610.0
9224,136.694,6590,2001,1385,3680,4,0,0,23043.42,609536.1,1519288.0
9225,234.819,4257,2003,2980,12616,4,7,0,6132.13,551949.0,1520484.0
9227,245.749,430,2004,1427,7594,3,19,0,2461.35,541099.9,1536199.0
9228,139.334,8228,2000,1679,4988,3,4,1,17843.86,593398.6,1531339.0
9229,98.18,8554,2001,1511,9000,3,19,0,17714.55,507771.7,1582543.0
9230,163.074,6200,2002,1631,13272,3,4,1,20168.45,527371.1,1465328.0
9231,125.693,440,2001,1614,6039,3,9,0,14040.21,579731.5,1541463.0
9232,144.367,8351,2003,2512,13419,4,13,0,10893.1,509601.5,1556422.0
9235,93.28,5893,2000,1371,13001,3,29,0,9714.51,564403.6,1543026.0
9236,373.083,5765,2001,2728,11477,3,36,0,3979.91,538553.8,1543619.0
9237,104.671,395,2004,1955,14024,5,43,1,8918.82,505943.3,1535787.0
9238,174.265,5622,2003,1960,11675,4,11,0,12506.5,494161.8,1536605.0
9240,109.087,3600,2000,1716,8759,3,25,1,13693.89,579662.1,1534338.0
9241,407.452,39,2000,4027,10640,5,0,1,17508.54,494556.1,1490117.0
9242,183.354,5242,2004,2024,10560,3,35,1,7354.06,549353.0,1511815.0
9243,199.332,6183,2000,2430,23619,4,18,1,11686.53,500979.3,1513076.0
9244,43.123,1879,2001,1024,6800,3,30,0,6520.65,514954.5,1523180.0
9248,137.412,3151,2000,944,4395,2,9,0,2057.14,539391.9,1526115.0
9249,142.181,9896,2004,2098,4925,3,0,0,23666.42,457883.5,1520519.0
9250,162.47,3777,2005,1445,8132,3,30,0,10408.22,559831.8,1554382.0
9251,459.559,322,2002,2394,11953,3,7,1,8568.18,549805.6,1554902.0
9252,306.364,2256,2004,3027,11468,4,0,1,21197.86,603650.6,1520868.0
9254,232.931,2289,2003,2793,13689,4,6,0,9544.21,548227.6,1502781.0
9255,138.982,5876,2002,1836,9923,3,0,0,21703.55,483314.3,1580294.0
9256,70.157,8908,2005,1092,10125,3,46,0,8188.68,523843.2,1506574.0
9257,254.353,4807,2002,1965,12800,3,18,1,16280.91,485486.2,1510612.0
9258,141.696,857,2004,1370,4572,3,19,0,15392.1,580801.3,1552053.0
9260,241.724,6885,2004,1856,6738,3,15,0,2830.38,530163.9,1539126.0
9261,116.552,1103,2002,1623,14360,3,16,0,15817.66,499545.0,1569169.0
9262,217.107,4708,2003,2869,11173,4,7,0,17176.02,533494.8,1474743.0
9263,70.374,920,2000,1508,10991,3,31,0,9623.55,504644.4,1540371.0
9265,151.203,3517,2001,1730,13372,3,5,0,12452.36,494483.6,1537567.0
9267,157.397,3446,2005,1387,5009,3,12,0,14869.28,579484.5,1550796.0
9268,233.971,3607,2004,2400,9141,4,0,0,21369.04,584459.2,1481538.0
9271,52.108,4207,2004,1104,9222,3,43,0,5888.83,516288.9,1536531.0
9272,78.344,6551,2000,1178,4483,3,4,0,17908.83,502300.3,1580047.0
9273,177.633,4149,2003,1968,23694,4,16,1,19635.8,471874.5,1544838.0
9274,187.712,2546,2004,1008,6730,3,14,0,3642.75,527608.3,1540621.0
9275,127.433,2218,2000,1520,9500,3,12,0,10542.97,500294.9,1529059.0
9277,229.435,9358,2002,2775,16887,4,24,1,15207.97,493808.4,1502674.0
9278,144.189,7130,2003,1678,14853,3,17,0,14117.93,575266.6,1553731.0
9279,283.242,2078,2002,3332,7200,5,1,1,23067.99,459538.5,1523201.0
9280,212.572,939,2002,3100,6835,5,0,0,12744.66,569010.8,1506975.0
9281,125.426,7901,2001,1100,8957,3,48,0,4027.58,527487.8,1542085.0
9282,151.085,7449,2004,1212,6960,3,22,0,2430.62,541456.6,1535548.0
9283,100.551,8121,2002,1366,4200,4,4,0,13935.15,580556.5,1532246.0
9284,120.74,8684,2002,1306,8058,3,3,0,7359.64,530702.4,1554895.0
9285,236.251,2785,2004,2432,10617,4,14,1,14433.55,487749.3,1536269.0
9286,183.177,2112,2000,2372,9164,4,0,0,15349.77,583697.4,1518831.0
9287,1441.057,1664,2003,4470,16532,5,0,1,8469.61,547536.8,1555840.0
9289,140.059,8818,2002,1258,10456,3,25,0,3360.64,544939.4,1526673.0
9290,47.405,3217,2001,1150,8659,3,41,0,7841.49,511262.9,1541423.0
9291,166.335,7332,2002,1652,10904,3,18,1,14495.59,494717.6,1505529.0
9294,111.965,5978,2000,2804,9758,4,25,0,12170.01,514283.2,1565346.0
9295,71.754,9564,2002,960,6988,3,22,0,8964.14,505430.4,1532091.0
9296,184.627,7111,2003,3009,5261,4,0,0,19842.23,598972.7,1542381.0
9297,243.084,6831,2004,3804,12980,5,3,0,22067.6,490414.5,1588304.0
9299,125.208,2937,2002,768,8025,2,59,0,8741.78,539781.0,1559358.0
9301,178.555,1096,2004,1663,11422,4,21,0,11191.22,505777.7,1508634.0
9304,123.694,1695,2004,1152,8333,3,0,0,6924.36,512539.3,1526706.0
9305,133.72,326,2000,1661,7730,3,0,0,14863.23,579682.3,1550291.0
9308,179.734,5307,2002,1835,7959,2,17,1,14180.75,498470.7,1502053.0
9309,229.402,2135,2001,2467,11177,4,7,0,17512.51,498889.0,1486251.0
9310,94.546,5972,2002,1281,6850,3,0,0,5513.47,517806.9,1524980.0
9311,151.433,6693,2000,1733,7088,3,0,0,20554.12,544519.6,1464339.0
9312,199.745,6283,2001,2300,8250,4,8,1,15353.99,584165.0,1520804.0
9313,238.44,7118,2004,2608,9118,4,0,0,22562.13,584982.8,1476614.0
9314,189.318,2832,2004,2175,6000,4,0,0,23157.01,468813.8,1493454.0
9315,72.306,410,2002,1144,7260,3,19,0,21116.52,490419.5,1584296.0
9316,67.064,7233,2004,744,7079,2,24,0,3715.92,522721.6,1532498.0
9317,131.869,327,2002,1632,5501,3,0,0,24562.42,614990.1,1539688.0
9320,152.788,8890,2003,1507,5190,4,7,0,14759.38,580913.9,1516156.0
9321,162.005,933,2000,1648,8800,3,36,0,9852.5,544838.6,1561849.0
9322,119.29,5285,2001,1511,5370,3,9,0,6533.15,553438.0,1520436.0
9325,103.67,5038,2004,1163,9099,3,29,0,14967.67,583581.6,1537179.0
9327,62.246,6979,2002,1503,15116,3,29,0,6532.59,514136.3,1525515.0
9329,95.488,9762,2001,1423,8316,4,21,0,9713.25,565071.5,1541203.0
9330,547.3,5165,2004,4041,23100,4,12,1,18374.02,493049.3,1487621.0
9331,141.386,4041,2004,1244,9642,4,26,0,8359.19,562258.0,1531938.0
9332,242.652,5417,2004,2426,8796,3,9,1,21987.09,520999.0,1460276.0
9333,166.355,7911,2003,1992,6829,3,1,0,16380.99,586622.3,1516657.0
9334,206.637,5291,2003,2642,6900,4,5,0,18614.42,595403.4,1523109.0
9335,115.116,5868,2003,1319,6330,2,13,0,18414.38,524451.0,1471561.0
9336,249.246,1699,2003,2720,8291,3,0,0,22461.78,466043.8,1504602.0
9337,88.978,7053,2001,1176,9000,3,33,0,7932.62,560833.3,1529699.0
9338,159.661,1875,2003,2392,11218,3,0,0,13659.31,492079.7,1544569.0
9339,157.36,7642,2004,1737,10125,3,14,0,15087.68,579423.1,1552637.0
9341,258.027,212,2004,1626,10382,3,29,0,6865.16,549968.6,1547791.0
9343,190.717,3518,2002,2546,6321,4,0,1,21386.72,605018.7,1532152.0
9345,574.575,5873,2002,4114,19321,6,1,1,13517.89,495420.6,1510734.0
9346,71.222,4970,2001,851,8005,2,37,0,7484.05,510676.9,1535528.0
9348,80.241,406,2000,1356,6753,3,44,0,11124.05,562811.0,1554556.0
9351,141.485,2007,2002,1685,6388,3,10,1,11986.63,567549.1,1509252.0
9352,196.025,5644,2001,2510,6032,4,0,0,21066.74,534157.1,1461961.0
9355,189.395,9039,2000,1987,10289,3,0,0,23458.05,486178.1,1590760.0
9357,162.624,451,2001,2091,12584,5,55,0,2631.25,540205.6,1537861.0
9358,150.657,3038,2004,1884,10490,3,9,1,27544.93,486178.8,1607287.0
9359,173.706,1080,2001,2341,6333,4,0,0,20215.36,601169.6,1529802.0
9360,158.645,3691,2004,1701,6957,3,0,0,23790.22,612489.9,1522963.0
9364,160.77,6729,2001,2413,10766,4,12,0,23752.22,481276.6,1587738.0
9366,122.463,9430,2001,1842,9726,4,36,1,8821.6,509184.8,1544522.0
9370,102.923,5419,2001,1739,8643,4,13,0,15039.65,583903.0,1536466.0
9372,330.289,9696,2004,2002,5639,4,54,0,1036.0,537977.1,1529795.0
9374,201.913,3020,2001,2789,7013,4,0,1,21189.78,604178.7,1525806.0
9375,124.777,8267,2004,1428,12162,4,35,1,14934.56,583609.8,1535953.0
9377,184.218,1338,2005,2081,5501,4,1,0,13826.28,578916.1,1520324.0
9378,171.681,2547,2004,2429,10125,3,0,0,24274.47,485436.7,1593592.0
9379,175.386,5584,2001,1783,6901,3,2,0,11115.19,503978.8,1511641.0
9381,146.152,652,2000,1600,9335,3,0,0,13225.32,569035.4,1504369.0
9382,207.469,3373,2003,2732,7442,4,0,0,22055.2,585447.8,1479349.0
9385,243.565,7349,2004,2457,12595,4,0,0,26618.16,485177.5,1602970.0
9387,91.068,3157,2005,1188,1789,3,19,0,9779.75,518580.3,1558773.0
9389,205.617,1497,2000,2954,8398,4,4,0,12402.73,495254.3,1521602.0
9390,86.737,9835,2002,1420,5688,3,12,0,12718.01,576352.3,1535417.0
9391,254.616,9078,2003,1946,3361,3,0,0,15937.17,497037.6,1494944.0
9393,163.792,6104,2001,2372,8250,4,6,0,14185.45,490684.9,1545878.0
9394,135.236,895,2003,2530,10250,4,17,0,12000.49,504171.1,1555812.0
9395,117.482,4755,2003,1268,16804,3,14,0,13409.55,578627.3,1535479.0
9396,138.426,5095,2002,1765,5997,4,9,0,22086.61,493751.2,1590817.0
9397,138.865,4600,2004,1500,5561,3,10,0,13727.96,579856.0,1532871.0
9398,167.826,763,2005,1583,7000,3,9,1,20543.37,600288.6,1547277.0
9399,74.38,1874,2000,1227,6059,3,5,0,9299.92,504491.5,1527815.0
9400,289.237,1943,2001,3133,18159,4,6,1,17271.41,499621.5,1486679.0
9402,90.379,5362,2000,1119,6255,2,13,0,16791.34,521049.5,1477742.0
9403,146.134,5036,2002,1788,13135,4,7,1,10488.89,541309.0,1497288.0
9404,200.02,1610,2004,1759,9977,4,16,1,11545.39,497045.0,1528346.0
9405,158.371,8629,2002,1942,5199,3,2,0,18799.53,596360.4,1535743.0
9407,241.703,6810,2005,2468,8250,4,15,0,15084.6,486336.6,1541033.0
9408,172.713,539,2004,2212,7986,4,13,0,15731.88,581820.6,1552505.0
9409,54.919,1948,2000,1008,7095,3,18,0,12275.66,508630.2,1561698.0
9410,284.793,3780,2004,2456,22553,4,7,1,20342.52,469587.5,1516959.0
9411,447.944,168,2003,3259,23889,4,9,1,16073.28,494104.6,1497576.0
9412,209.341,7537,2001,2818,6005,6,0,0,21397.53,509783.3,1465493.0
9413,209.707,5171,2004,2155,8525,4,0,0,21549.66,605392.4,1526211.0
9414,124.491,4887,2002,1951,11702,4,17,1,14762.41,495384.9,1502974.0
9415,240.461,5702,2000,2659,8999,4,4,1,17827.7,498935.2,1484897.0
9416,171.75,1280,2004,1948,6047,4,3,0,20181.57,544987.7,1465655.0
9417,377.034,9594,2002,3324,8400,4,0,0,17092.67,570578.9,1487861.0
9418,221.281,7256,2000,2333,12913,4,13,1,12749.05,498848.4,1509753.0
9419,173.654,3601,2002,2112,9300,3,0,0,14025.8,576988.6,1549595.0
9420,116.629,5564,2001,670,6850,1,72,0,1757.38,540251.4,1533083.0
9421,91.562,4553,2000,1907,9697,4,36,0,8604.42,509753.2,1544070.0
9422,236.648,7357,2004,1888,6468,4,6,1,19176.01,597267.6,1523152.0
9424,492.328,2711,2002,4060,26593,4,10,1,18394.04,493064.5,1487515.0
9426,174.774,5595,2001,1747,10225,3,31,1,10259.14,550169.6,1561074.0
9427,156.45,6329,2003,1975,5481,3,4,0,12755.85,567159.8,1504493.0
9428,294.185,9052,2002,3080,20042,4,0,1,19303.19,478158.7,1502793.0
9429,95.084,7927,2004,1304,10286,3,32,1,9060.11,505652.3,1536794.0
9432,238.899,2285,2002,1112,8242,3,27,0,2095.64,538230.4,1525116.0
9434,224.46,4009,2001,2107,11749,3,4,1,17902.6,499182.5,1484396.0
9435,217.426,9521,2003,2872,7289,6,0,0,21412.87,604888.4,1525491.0
9436,101.13,1744,2002,1104,6841,3,26,0,11087.45,567202.3,1514467.0
9437,94.05,2513,2000,1323,18597,3,12,0,12582.02,504823.4,1559459.0
9438,211.658,9787,2001,2916,6942,4,0,0,14191.44,580101.7,1520128.0
9440,390.442,3723,2004,3735,9345,5,0,1,15592.87,484328.2,1522838.0
9443,139.567,1857,2004,1271,6574,2,44,0,4013.53,526989.4,1541684.0
9445,147.884,575,2004,1778,6909,3,19,0,6803.87,553359.5,1518627.0
9446,170.219,6604,2003,1167,15987,2,33,0,4356.87,540427.7,1517937.0
9448,221.348,2852,2004,1906,13832,3,10,1,14592.92,486970.4,1529481.0
9451,87.453,1375,2002,1030,7708,3,12,0,20792.68,490374.3,1582865.0
9453,134.4,7912,2003,1694,5000,3,5,0,14992.12,503470.5,1569012.0
9457,121.363,1591,2004,1600,8590,3,34,0,10079.98,529943.1,1498379.0
9458,182.342,5062,2004,1862,6841,3,22,0,15988.39,513661.1,1483087.0
9459,25.105,1156,2000,1357,6919,3,50,0,18439.85,490528.2,1572320.0
9462,173.213,7547,2000,1674,3540,3,2,0,5305.91,539822.9,1547782.0
9463,65.882,2134,2000,1263,6643,3,41,0,18886.72,594935.4,1546273.0
9467,156.338,9491,2004,1380,3638,2,0,0,22350.29,473623.2,1490680.0
9468,125.424,5374,2002,1624,13182,3,24,1,8219.4,514946.1,1549320.0
9469,143.21,8478,2004,1723,4282,3,0,0,15365.33,581351.0,1511619.0
9471,72.037,9145,2003,880,8042,2,33,0,8072.51,508777.3,1535876.0
9472,151.126,2576,2000,2739,13920,3,18,1,12035.7,574060.4,1526431.0
9473,239.483,7644,2002,2455,9696,4,0,0,20578.05,602142.9,1525532.0
9474,199.501,288,2001,2791,7784,5,0,1,21240.05,604255.2,1524745.0
9475,179.912,5632,2001,1862,9164,3,30,1,8322.91,556476.3,1547766.0
9476,145.336,4258,2000,2496,5499,4,0,0,19429.91,529141.1,1467584.0
9477,123.788,3666,2001,1855,8009,3,0,0,22251.18,488889.6,1587862.0
9478,145.356,8980,2004,1347,1971,2,0,0,20145.28,468726.1,1530250.0
9482,135.061,3056,2004,1278,1700,3,0,0,17558.27,592333.6,1534939.0
9483,222.81,5827,2004,1410,10449,4,45,0,8210.06,550516.6,1553010.0
9484,57.724,2080,2000,960,7508,3,28,0,10317.63,505516.0,1548054.0
9486,138.965,2947,2002,1741,8461,4,14,0,22065.16,521366.5,1459945.0
9487,170.133,6303,2003,1828,21127,4,17,1,13791.43,573860.6,1554029.0
9489,97.097,1634,2001,1620,9230,3,28,1,8102.06,514093.7,1547735.0
9490,231.716,1272,2004,3026,8394,5,0,0,13691.45,572394.6,1506433.0
9491,203.723,9951,2001,1608,6979,3,16,0,1474.4,539661.3,1530730.0
9492,113.742,5814,2003,1544,14557,4,18,1,12275.08,502124.5,1554625.0
9494,296.722,8447,2003,2637,28294,4,43,0,4092.04,537177.2,1517873.0
9495,195.209,4916,2003,2486,9712,4,34,0,4478.48,541402.8,1517948.0
9496,57.724,8240,2000,900,7055,3,41,0,7634.92,512529.1,1542511.0
9499,217.273,7834,2001,2496,16013,3,15,0,9931.16,502593.5,1526329.0
9502,178.864,6905,2001,2236,10202,4,7,1,19600.63,502822.7,1586894.0
9503,79.798,8776,2003,1254,3657,4,6,0,5268.77,518080.8,1535370.0
9505,78.228,2872,2003,1379,6856,4,48,0,3097.56,534430.4,1520940.0
9506,83.792,2156,2002,1256,10124,3,32,1,8341.88,522950.7,1506435.0
9508,64.932,7550,2000,988,7699,3,35,0,10146.17,515659.3,1503875.0
9509,136.002,595,2002,2229,5627,4,1,0,16790.77,541465.8,1476391.0
9512,184.941,5164,2003,2106,7911,4,5,1,19719.21,599549.1,1531891.0
9513,102.574,2031,2002,1190,5447,3,8,0,10274.11,518615.0,1560659.0
9514,85.388,2681,2000,1000,10978,3,38,1,8926.07,563477.1,1524941.0
9515,147.474,3383,2002,2026,7873,4,13,0,18828.39,525045.9,1470084.0
9516,220.467,4953,2001,2750,6599,4,0,1,20212.05,543512.1,1465335.0
9517,250.755,6801,2004,2366,7813,3,4,1,20749.88,602506.1,1523453.0
9518,200.378,1783,2003,2415,11048,4,3,0,14601.22,582631.6,1527634.0
9519,190.228,7731,2004,1676,6750,3,14,0,11574.23,498772.6,1519167.0
9521,128.616,7073,2004,1638,9189,4,44,0,7661.28,536143.6,1505988.0
9522,93.34,1907,2000,1148,4848,3,1,0,18955.5,596511.9,1539244.0
9523,119.975,8139,2002,1400,4781,3,6,0,19857.93,536114.9,1465937.0
9525,264.051,5457,2003,2595,16511,4,0,0,22940.39,487141.2,1589353.0
9526,264.496,5056,2002,2568,11216,3,0,0,17142.89,478941.9,1524676.0
9527,163.691,2796,2000,1415,8046,4,23,0,9403.85,543297.9,1560778.0
9529,187.658,5504,2002,2543,12558,6,17,0,18796.2,506415.5,1585849.0
9531,68.445,7283,2002,950,20945,3,26,0,17114.99,501540.7,1576336.0
9532,118.579,6941,2000,1770,9295,3,10,0,18091.82,529724.4,1471942.0
9533,261.697,4303,2000,3180,14563,3,0,1,14762.4,486592.1,1526643.0
9534,50.228,5697,2002,864,6098,2,45,0,3689.96,522864.8,1532925.0
9535,191.555,3388,2004,1845,5498,4,0,0,17439.46,575719.9,1491042.0
9536,391.583,7771,2003,3655,15714,5,7,1,21552.31,518133.6,1462364.0
9538,114.043,4535,2003,1752,9151,5,27,0,15297.95,486276.3,1543852.0
9539,77.904,369,2001,768,6001,2,41,0,11038.82,567922.8,1545856.0
9540,80.14,219,2000,1617,6698,4,28,0,6902.36,514906.7,1520328.0
9544,111.953,6674,2004,998,6608,3,45,0,9391.59,538734.9,1500522.0
9547,68.877,9232,2000,874,9926,2,28,0,10303.93,516563.0,1502643.0
9548,130.099,2673,2002,1784,8333,4,11,1,21007.28,540390.7,1462377.0
9552,143.973,3067,2002,1097,6797,2,31,0,3209.75,530397.1,1540651.0
9554,105.311,5211,2000,1635,5231,3,10,0,14734.54,504338.4,1568626.0
9557,143.644,9513,2002,1427,5654,3,13,1,21034.14,524468.0,1462848.0
9558,162.719,8693,2001,1850,2553,3,13,0,15086.25,497922.8,1498100.0
9559,145.258,6672,2003,1560,10125,3,5,0,4975.94,523134.8,1519706.0
9560,130.579,4238,2001,1796,12132,3,24,0,9404.85,549801.3,1504102.0
9562,797.801,8356,2000,3925,12592,4,0,1,7293.25,541171.9,1554180.0
9563,167.603,9986,2000,2155,6380,4,0,0,21489.06,509934.8,1465114.0
9568,154.474,461,2002,2451,16176,3,16,1,18419.41,506258.2,1584368.0
9570,171.588,1387,2004,2032,8680,4,0,0,21404.33,535913.4,1460858.0
9571,192.003,975,2003,2238,5501,4,0,0,21774.08,605932.9,1523884.0
9572,78.544,6199,2001,1072,8032,2,39,0,6480.46,527087.5,1550904.0
9573,141.379,8204,2001,1764,8162,3,4,1,21355.86,537634.7,1461065.0
9574,179.734,603,2002,2299,10625,4,8,0,23167.85,481317.5,1585108.0
9575,215.743,5608,2002,1616,8483,3,12,1,2733.08,540523.0,1524161.0
9576,164.29,634,2003,1719,16456,2,10,0,22394.4,487082.2,1586967.0
9577,161.656,4834,2003,1706,13616,3,10,0,12480.83,495440.2,1542313.0
9578,131.876,3993,2003,1940,16849,2,48,0,9559.59,546230.5,1501866.0
9579,269.089,1515,2004,2580,7875,4,6,1,17384.08,533016.5,1474073.0
9580,243.138,1888,2001,2615,16852,4,28,1,16818.8,490966.5,1497597.0
9585,148.676,2089,2002,1256,7445,4,0,0,6803.41,535998.2,1508799.0
9587,92.934,400,2000,1220,6129,3,4,0,18948.0,518785.7,1471018.0
9588,114.333,6835,2004,864,46285,2,16,0,17613.68,478561.6,1544327.0
9593,124.792,9962,2000,1619,5279,3,10,0,21424.63,522758.7,1461828.0
9594,122.185,1624,2004,1276,10564,3,17,0,11226.76,520138.1,1564885.0
9597,89.472,1247,2000,1214,4862,2,14,0,17617.75,592654.3,1530535.0
9598,146.326,2004,2001,1735,10249,3,26,0,6767.11,526347.6,1551621.0
9599,82.906,816,2000,1462,11684,4,14,0,11321.48,504217.3,1552147.0
9600,122.37,2595,2003,1178,5594,3,6,0,13430.04,578897.6,1532269.0
9602,143.734,6215,2002,1789,5250,3,3,0,19945.26,527708.6,1466027.0
9603,85.169,6273,2001,1309,8920,3,15,0,11361.69,503978.4,1552031.0
9606,132.001,3394,2002,1646,19325,4,9,0,12832.23,574203.1,1546061.0
9607,108.988,7555,2000,1697,14878,4,17,0,11233.0,571427.3,1535615.0
9608,174.208,4726,2002,2160,6395,4,0,0,20954.02,509243.7,1467267.0
9609,302.366,668,2002,3023,15300,4,0,0,25856.21,486669.1,1600960.0
9611,151.703,3421,2004,1551,5000,3,13,0,18233.12,594445.9,1525848.0
9612,104.954,4560,2001,1410,4500,4,0,0,9961.13,505199.5,1544897.0
9613,84.717,8745,2000,1700,7770,3,35,0,5122.36,549257.8,1522458.0
9614,369.71,4349,2004,2400,5577,4,1,1,15786.12,497475.6,1495204.0
9617,106.319,5170,2000,1611,10758,3,18,1,7986.21,527044.8,1556123.0
9619,113.595,1816,2003,1658,10131,4,22,1,7820.21,525684.7,1507119.0
9620,300.6,2181,2003,3348,9381,3,1,0,22909.37,608805.1,1517614.0
9621,81.914,9259,2002,1000,12613,2,32,0,8877.88,538850.1,1502239.0
9622,141.324,3418,2003,2208,9982,4,15,0,11266.7,508370.2,1556921.0
9623,112.415,5840,2001,1929,7695,4,0,0,21802.11,491938.9,1588376.0
9624,189.808,9398,2003,2363,12860,4,0,1,13176.78,498628.7,1554745.0
9625,220.012,2482,2002,2678,10509,4,0,0,14793.89,582169.0,1520281.0
9629,258.149,2676,2000,2455,3299,3,10,0,14751.85,499722.9,1497765.0
9630,132.663,5719,2005,1066,10002,3,45,0,10181.73,549525.5,1561112.0
9634,132.737,2337,2002,1383,6698,3,5,0,19602.3,599125.3,1528692.0
9635,1051.861,4248,2004,4574,13791,4,0,1,16428.91,496345.7,1493339.0
9638,432.333,6605,2002,3086,12616,5,4,1,16895.88,494498.6,1493049.0
9639,298.279,4387,2004,2690,7085,3,0,0,16300.69,481836.1,1523829.0
9641,128.822,3315,2000,1532,16565,3,16,0,11171.0,564907.4,1552071.0
9642,3604.669,7317,2004,6781,44985,5,3,1,17830.81,481851.9,1506254.0
9643,244.329,3081,2005,1927,5674,4,1,0,19230.7,579513.3,1486517.0
9646,117.511,9616,2001,1325,5946,3,0,0,11418.54,497370.5,1531929.0
9647,143.943,2519,2004,1631,10030,3,0,0,24774.52,481339.4,1592328.0
9648,94.324,4949,2000,1668,10214,3,27,1,10006.58,502949.2,1538956.0
9650,354.595,822,2003,2817,9502,4,0,1,20619.43,511696.9,1467505.0
9651,229.456,1632,2004,2440,16210,4,0,0,27012.35,484594.7,1604137.0
9653,116.54,3673,2002,1618,11193,3,15,0,11931.26,496467.1,1538916.0
9654,225.588,5994,2003,2130,26608,4,13,0,19461.7,497413.6,1582855.0
9655,200.094,5751,2003,2178,5219,3,0,0,23433.85,611132.4,1521408.0
9656,101.304,8173,2000,1543,5356,3,7,0,20565.55,539604.5,1463771.0
9657,177.283,2300,2004,981,10503,2,50,0,3133.61,544088.9,1535588.0
9658,70.211,8457,2000,1059,6502,3,5,1,7102.96,512814.3,1538754.0
9660,318.194,2989,2004,3688,18887,4,0,0,18555.99,576764.2,1486929.0
9662,238.598,2460,2005,2049,28006,3,29,0,23457.45,483098.9,1588107.0
9663,224.054,2899,2004,2218,6382,4,6,1,16810.91,512922.2,1480464.0
9664,197.444,3329,2002,2022,10044,3,10,0,11498.26,497892.3,1523404.0
9665,110.82,3835,2004,1099,3365,3,6,0,15319.54,502570.9,1569657.0
9669,486.948,2498,2004,2864,9242,3,18,1,1723.67,531118.9,1535362.0
9670,121.42,9955,2000,1941,16676,4,17,1,11360.63,513773.3,1561863.0
9672,135.974,9338,2003,1882,12020,4,33,0,11376.44,564655.5,1553571.0
9673,156.221,6781,2005,2003,19324,6,85,0,15397.72,485496.6,1542022.0
9674,133.644,4245,2001,1623,9589,3,0,0,23987.08,484767.8,1591849.0
9675,141.268,4375,2001,2003,7020,3,10,1,10315.73,567330.4,1521592.0
9676,287.254,8962,2004,3026,8438,4,0,0,21622.13,584997.0,1480902.0
9677,97.027,3404,2002,728,13994,2,47,0,6017.56,520514.0,1517500.0
9678,770.339,1680,2001,5454,31586,5,8,1,17642.53,491014.7,1493252.0
9680,113.229,6121,2003,1394,3794,5,9,0,11638.27,572379.6,1538130.0
9681,185.129,741,2001,1456,8355,4,28,0,1754.76,540586.0,1530768.0
9682,113.651,2817,2002,1552,2434,2,34,0,2984.12,525772.4,1534807.0
9683,150.509,2543,2003,2524,5138,4,4,0,8503.99,514371.9,1550075.0
9684,351.818,582,2000,2514,14028,3,20,0,2837.47,539132.9,1522836.0
9685,85.001,2268,2002,912,6747,3,24,0,10581.26,548031.9,1498980.0
9686,330.295,2052,2005,2996,9352,5,11,1,18834.58,596389.8,1525424.0
9689,202.754,6858,2003,2311,8858,4,12,0,20858.72,599384.4,1553900.0
9690,178.148,9910,2000,1050,5007,2,20,0,1191.26,538745.6,1531034.0
9691,91.819,8506,2000,1372,11402,3,15,0,11067.15,498618.0,1528358.0
9692,179.123,1528,2003,1060,7509,2,33,0,3295.29,536042.8,1520350.0
9695,123.727,4011,2003,1632,6839,3,0,0,22124.11,489779.2,1588037.0
9696,136.741,8773,2003,1379,5177,3,10,0,11833.41,573559.5,1534066.0
9697,147.45,3088,2004,1114,6797,3,29,1,3056.28,542471.4,1524592.0
9698,196.868,1077,2004,2109,13001,3,27,0,6977.08,519112.3,1547744.0
9700,150.25,7153,2002,1682,7495,4,5,1,13561.05,576400.2,1547013.0
9701,253.762,3971,2003,2128,13282,4,26,0,5857.06,539206.1,1512378.0
